,Index,Texte,Media,Interaction,Sujet,Données manquantes,A supprimer
171,1630222090208006144,"HarvLgsb :
""@Walcandy1 @elonmusk Wearing pins is just another way to vurtue signal and feel good about yourself.  Gun Free zones just leads the idiots to the sheep. We have armed gaurds to protect our banks and money but have gun free zones for our children...We have some serious issues""",,Désaccord,Loin du VE,False,False
172,1628475566134288384,"CerfiaFR :
""🇫🇷⛽️ FLASH | Les prix de l’#essence et du #diesel seront plafonnés à 1,99€/L dans les stations #Total toute l’année.""",,Racine,Proche du VE,False,False
173,1628479977850019841,"FranckHKamara :
""@CerfiaFR @Boulbigang  @Floshou c’est quoi cette promo? Ils ont cru que c’était un bon truc de dire ça 😂""",,Désaccord,Proche du VE,False,False
174,1631963407690735616,"CBeaune :
""Oui, « le vélo peut et doit redevenir un transport de masse » : c’est notre action avec le Plan vélo, 250 millions  € en 2023, 4 ✖️ plus que les années précédentes. Et nous allons continuer ! 🚲 ⁦@Ecologie_Gouv⁩ https://t.co/aOZFFXtmdl""",,Racine,Proche du VE,False,False
175,1632159958182526982,"JeanFra70746 :
""@CBeaune @Ecologie_Gouv En partant de rien, c'est forcément plus !""",,Désaccord,Proche du VE,False,False
176,1599384268542803968,"CNEWS :
""Coupures d’électricité : pourquoi les habitants de Paris et sa région seront moins touchés par les coupures ? https://t.co/rGFb5r5qAN""",,Racine,Proche du VE,False,False
177,1599388739049955328,"guichar17962932 :
""@CNEWS Encore et encore des tweets des crétins de râleurs chroniques et je pense qu'a ma gueule
Allez faire un tour chez Poutine voire MIEUX la Tchéchénie 🙉 et 🙈! QUE DES ASSISTÉS""",,Autre,Loin du VE,False,False
178,1631202710446919685,"CaronAymericoff :
""Sortir du nucléaire? Certains le font et rassurez-vous, ça va bien se passer.""",https://twitter.com/MaudBregeon/status/1631072376535363589,Racine,Proche du VE,False,False
179,1631241360769466369,"DoloresProst :
""@CaronAymericoff Ben non ! 🤣""",,Désaccord,Proche du VE,False,False
180,1607838972285227008,"danseurle :
""Petite question seriez-vous prêt à vivre sans véhicule automobile""",,Racine,Proche du VE,False,False
181,1608390088425345027,"Paolett88388412 :
""@danseurle Je vis dans la seule ville au monde sans voitures et c’est pas mal! https://t.co/QViCT3Pjws""","https://pbs.twimg.com/media/FlImQmzWQAIp6iW?format=jpg&name=orig 
 ",Autre,Proche du VE,False,False
182,1608443463414198272,"SoizicNC :
""@Paolett88388412 @danseurle C'est le top !!!😉""",,Accord,Proche du VE,False,False
183,1633781260584726528,"silvano_trotta :
""Voilà typiquement la désinformation totalement stupide pour prouver le réchauffement climatique LIÉ à l'activité humaine ! Pour ce faire, on traite d'abord l'autre de simplet, et ensuite on montre un graphique... Hélas si ce graphique était prolongé de quelques millions d'années…""",https://twitter.com/SergeZaka/status/1632471925363449857,Racine,Proche du VE,False,False
184,1633816888357658624,"Kuntzmann13 :
""@silvano_trotta Complètement taré, il y a bien un réchauffement climatique et un dérèglement climatique 🤡""",,Désaccord,Proche du VE,False,False
185,1630800278336446464,"theapplehub :
""The iPhone 15 series will only support USB-C accessories certified by Apple through the Made for iPhone (MFi) program 😬

Non-certified cables will have limited data and charging speeds

Source: @VNchocoTaco https://t.co/mpWvCC4L48""","https://pbs.twimg.com/media/FqHENGKaUAE8XCn?format=jpg&name=orig 
 ",Racine,Loin du VE,False,False
186,1632343114089213952,"Thegreatgreen12 :
""@theapplehub @VNchocoTaco Why are apple like this?!""",,Désaccord,Loin du VE,False,False
187,1645751572964720643,"idrissaberkane :
""S’informer sur BFM
Se nourrir chez McDonald’s 
Se soigner chez Pfizer…""",,Racine,Loin du VE,False,False
188,1645778066537340928,"theHellserver :
""@idrissaberkane ""S'informer"" sur France Soir.
Se nourrir de fakenews.
Se soignez chez Casasnovas, Perronne, etc...
🤣🤣""",,Désaccord,Loin du VE,False,False
189,1647335586791915520,"sarddou :
""Le jour ou ils vont faire cramer une électrique, on va bien rigoler.""",https://twitter.com/Rennes24/status/1647245532048379906,Racine,Sur le VE,False,False
190,1647526120936308736,"warlock1478 :
""@sarddou En tout cas on est sur que c'est pas un coup de l'extrême droite ils aiment plutôt bien les trucs qui viennent d'Allemagne en général""",,Autre,Proche du VE,False,False
191,1647614271470157826,"camille__75 :
""@warlock1478 @sarddou Abruti très très bas du front !""",,Désaccord,Loin du VE,False,False
192,1647690713944014848,"warlock1478 :
""@camille__75 @sarddou Merci venant d'une experte de cette discipline ça fait plaisir""",,Désaccord,Loin du VE,False,False
193,1648028667644194817,"camille__75 :
""@warlock1478 @sarddou Mais qu'il est con celui là, raciste, xenophobe et misogyne primaire de surcroît........vraiment l'abruti très beauf et très très bas du front.........je suis un homme d'ailleurs !""",,Désaccord,Loin du VE,False,False
194,1596022332534972416,"Enthoven_R :
""Un soignant antivax… 
Qui lui confierait sa vie ?
Et pourquoi pas un boucher vegan ? Une féministe voilée ? Un platiste astronome ? Un cercle carré ? 🙃""",,Racine,Loin du VE,False,False
195,1596025290932756484,"AlexDeRubempre :
""@Enthoven_R Hier je pouvais comprendre que certaines personnes refusent d’être soigné par eux car il était dit officiellement que le vaccin protégeait, mais aujourd’hui on sait qu’il ne protège pas, c’est officiel, il faut vraiment être très aigri pour priver ces gens de travail.""",,Désaccord,Loin du VE,False,False
196,1596128994298302466,"StatChrisCotton :
""@AlexDeRubempre @Enthoven_R Il n'y a jamais eu la moindre preuve statistique que les vaccins empêchaient la transmission dans les essais cliniques. C'était connu depuis décembre 2020. C'est écrit dans les doc @ANSM @HAS_sante à cette date
https://t.co/POdpGSUVG2""",https://twitter.com/StatChrisCotton/status/1595870677483257856,Désaccord,Loin du VE,False,False
197,1596163422290608128,"LgrdFred123 :
""@StatChrisCotton @AlexDeRubempre @Enthoven_R @ansm @HAS_sante https://t.co/xxpuJ75rhf""","https://pbs.twimg.com/media/Fia2JKzXwAIdReR?format=jpg&name=orig 
 ",Désaccord,Loin du VE,False,False
198,1596196276642537473,"StatChrisCotton :
""@LgrdFred123 @AlexDeRubempre @Enthoven_R @ansm @HAS_sante Aucune efficacité démontrée sur les formes graves après dose 2 dans les essais""",,Désaccord,Loin du VE,False,False
199,1596199586552770560,"LgrdFred123 :
""@StatChrisCotton @AlexDeRubempre @Enthoven_R @ansm @HAS_sante A bon? Quels essais? Parce que jusqu'à preuve du contraire on a homologué  les vaccins sur leur efficacité sur les formes graves et décès""",,Désaccord,Loin du VE,False,False
200,1596294639400656903,"petit_gaulois :
""@LgrdFred123 @StatChrisCotton @AlexDeRubempre @Enthoven_R @ansm @HAS_sante ça a été homologué sur base du pognon que ça allais rapporter. et accessoirement, qui allait avoir une bonne place au chaud à un moment donné. le ""vaccin"" est toujours en phase de test mais homologué temporairement, donc on injecte aux gens un truc que l'on ne connait pas""",,Désaccord,Loin du VE,False,False
201,,,,,,False,False
202,,,,,,False,False
203,,,,,,False,False
204,,,,,,False,False
205,,,,,,False,False
206,,,,,,False,False
207,,,,,,False,False
208,,,,,,False,False
209,,,,,,False,False
210,,,,,,False,False
211,,,,,,False,False
212,,,,,,False,False
213,,,,,,False,False
214,,,,,,False,False
215,,,,,,False,False
216,,,,,,False,False
217,,,,,,False,False
218,,,,,,False,False
219,,,,,,False,False
220,,,,,,False,False
221,,,,,,False,False
222,,,,,,False,False
223,,,,,,False,False
224,,,,,,False,False
225,,,,,,False,False
226,,,,,,False,False
227,,,,,,False,False
228,,,,,,False,False
229,,,,,,False,False
230,,,,,,False,False
231,,,,,,False,False
232,,,,,,False,False
233,,,,,,False,False
234,,,,,,False,False
235,,,,,,False,False
236,,,,,,False,False
237,,,,,,False,False
238,,,,,,False,False
239,,,,,,False,False
240,,,,,,False,False
241,,,,,,False,False
242,,,,,,False,False
243,,,,,,False,False
244,,,,,,False,False
245,,,,,,False,False
246,,,,,,False,False
247,,,,,,False,False
248,,,,,,False,False
249,1629600204121944065,"MathieuSlama :
""« C’est pas un débat monsieur ». La révolte de ce jeune militant est sincère et son propos limpide : le temps n’est plus au débat mais à la colère face à l’inaction climatique. Séquence très forte.""",https://twitter.com/BFMTV/status/1629471924354007041,Racine,Proche du VE,,False
250,1629604714122817536,"NowObfuscated :
""@MathieuSlama Les gens qui se révoltent, je les vois en Ukraine et ils sont admirables. Ici je ne vois qu'un motif de honte en pensant que ce guignol est Français. Et j'imagine ce qu'il ferait pour son pays: rien à part chouiner sans fin.""",,Désaccord,Proche du VE,,False
251,1629608762326564864,"lugdunum70 :
""@NowObfuscated @MathieuSlama En Ukraine ? Il n'y a que de la chair à canon au service de l'impérialisme yankee.""",,Désaccord,Loin du VE,,False
252,1629780814190858240,"Evyange :
""@lugdunum70 @NowObfuscated @MathieuSlama Vous confondez avec la chair à canon au service de l'impérialisme russe.

De rien.""",,Désaccord,Loin du VE,,False
253,1629793811806273536,"lugdunum70 :
""@Evyange @NowObfuscated @MathieuSlama La chair à canon de l'impérialisme russe est le peuple russe. Les américains sont plus malins, ils utilisent les ukrainiens pour se faire massacrer à leur place et les laisseront tomber quand ils n'auront plus besoin d'eux comme à chaque fois. 

De rien.""",,Désaccord,Loin du VE,,False
254,1629795105358921729,"Evyange :
""@lugdunum70 @NowObfuscated @MathieuSlama Pour rappel, ce sont les russes qui ont attaqué l'Ukraine.

De rien.""",,Désaccord,Loin du VE,,False
255,1629807500299051009,"lugdunum70 :
""@Evyange @NowObfuscated @MathieuSlama Pour rappel ce sont les ukrainiens qui bombarde le dombass depuis 2014, soutenue par les US. L'histoire des bons et des méchants (les gentils cowboy et les méchants indiens) c'est un peu simpliste. 
De rien.""",,Désaccord,Loin du VE,,False
256,1629863429254021127,"Evyange :
""@lugdunum70 @NowObfuscated @MathieuSlama Pour rappel, ce sont les pro-russes aidés des russes qui ont déclenché la guerre du #Donbass en attaquant les bâtiments officiels en vue d'annexion, comme les russes l'avaient précédemment fait en #Crimée.

Sauf que cette fois, #Kiev a riposté.

De rien.""",,Désaccord,Loin du VE,,False
257,1629932335339536392,"lugdunum70 :
""@Evyange @NowObfuscated @MathieuSlama Je suis sur que pour vous c'était des dommages collatéraux. 
https://twitter.com/Poulin2012/status/1629843934934446083?t=cz-hAevPj1VKUQoYkdaLSg&s=19""",https://twitter.com/Poulin2012/status/1629843934934446083,Désaccord,Loin du VE,,False
258,1629941193478946816,"Evyange :
""@lugdunum70 @NowObfuscated @MathieuSlama Vous êtes désespéré à ce point ?

Faut-il réellement vous rappeler les civils tués sciemment par les russes en #Ukraine ? En #Syrie ?

Sans parler des convois humanitaires bombarder par les russes ? 

Rappel : c'est la russie qui a envahi l'Ukraine.

Pas l'inverse.""",,Désaccord,Loin du VE,,False
259,1629944013821300737,"lugdunum70 :
""@Evyange @NowObfuscated @MathieuSlama Ceci dit, la propagande occidentale atteint quand  même ces limites. Il reste de l'espoir. 
https://twitter.com/SergeBonnet16/status/1629794029771673602?t=IJtO_tNJsI5tAnp4QjVG3w&s=19""",https://twitter.com/SergeBonnet16/status/1629794029771673602,Désaccord,Loin du VE,,False
260,1629945612807421958,"Evyange :
""@lugdunum70 @NowObfuscated @MathieuSlama Perso, je n'aime pas le personnage.

Vous n'aviez que lui en réserve ?""",,Désaccord,Loin du VE,,False
261,1633395186763014146,"HuntDog3 :
""@Lemiaouhurlant @ErSauf @as_chazaud @EricNaulleau Les élevages de sangliers sont destinés aux parcs et à l'IAA.

Leur nombre est anecdotique comparativement à la chasse en milieu ouvert. https://t.co/CegGp2ZB3s""","https://pbs.twimg.com/media/Fqr8QxCWAAIxrLq?format=jpg&name=orig 
 ",Racine,Loin du VE,,False
262,1646787377409540096,"MathieuMlefevre :
""La haine et les violences anti-riches ne font pas progresser d’un euro le pouvoir d’achat des Français. Au contraire, soyons fiers de ceux qui réussissent et cessons de niveler nos ambitions collectives et individuelles par le bas. #manif13avril #ReformeDesRetraites https://t.co/5YGYPzSql8""",https://video.twimg.com/ext_tw_video/1646787266642161665/pu/vid/848x480/3U1Wcsz8Kig2K2SF.mp4?tag=12,Racine,Sur le VE,,False
263,1646859565789577218,"UdovicicAntoine :
""@MathieuMlefevre Hoo la pauvre voiture électrique elle a eut bobo cramé par des gens méchants 🤣🤣hey il y a plus important que cette foutue bagnole qui a à peine cramé ont s'en fout royalement alors arrête de parler de cette bagnole ils ont rien à dire alors ils bla blate sans intérêt 👽🙏🤣""",,Désaccord,Sur le VE,,False
264,1624841635396714499,"Phcharlez :
""Regardez cette incroyable réactivité du lithium à l'eau. Imaginez une voiture électrique en feu avec une personne à l'intérieur. Peut-on l'asperger d'eau au risquer de la faire exploser? https://t.co/zF4KfWqp4P""",https://video.twimg.com/ext_tw_video/1624841508175192069/pu/vid/320x566/ZiULlsEfka3xS9vk.mp4?tag=12,Racine,Sur le VE,,False
265,1624975595934294019,"Fair_finance :
""@Phcharlez On le sait bien. On se demande bien pourquoi la recherche nationale sur les alternatives dont le sodium et l’aluminium sont les parents pauvres des budgets @AgnesRunacher""",,Accord,Sur le VE,,False
266,1625087472047644679,"benco_c :
""@Fair_finance @Phcharlez @AgnesRunacher le sodium est tout aussi avide d'O que le Lithium et ça fait exactement pareil""",,Désaccord,Sur le VE,,False
267,1625510811614474241,"Phcharlez :
""@benco_c @Fair_finance @AgnesRunacher Oui c'est pour cela que le sodium fondu peut poser problème dans les surgénérateurs nucléaires.""",,Accord,Proche du VE,,False
268,1625567599760183305,"benco_c :
""@Phcharlez @Fair_finance @AgnesRunacher Mais dans un réacteur on n'est pas limité par la masse On peut mettre les matériaux et l'épaisseur nécessaires pour qu'il n'y ait pas de fuites
Et même s'il y en a comme c'est confiné dans une enceinte on peut facilement rendre l'atmosphère inerte
Bref rien à voir""",,Désaccord,Proche du VE,,False
269,1646788237040525313,"le_gorafi :
""Gorafi Magazine : Votre pyramide est-elle éligible à la fibre ? - https://www.legorafi.fr/2023/04/14/gorafi-magazine-votre-pyramide-est-elle-eligible-a-la-fibre/ https://t.co/OgZOjMUBYT""","https://pbs.twimg.com/media/FtqRLMSWwAMdqd7?format=png&name=orig 
 ",Racine,Loin du VE,,False
270,1646798184264396801,"GaelJouneau :
""@le_gorafi @Pernambucano69 https://twitter.com/GaelJouneau/status/1646789652513452032?t=ifkZip7t6zGFzUf2lpgVMw&s=19""",https://twitter.com/GaelJouneau/status/1646789652513452032,Autre,Loin du VE,,False
271,1641523087014330368,"EmmanuelMacron :
""Faire 10 % d'économie d'eau dans tous les secteurs, voilà notre objectif pour 2030 avec le Plan eau.""",,Racine,Loin du VE,,False
272,1641530283764621319,"cvfabaur :
""@EmmanuelMacron Il a fait construire une piscine alors qu'il vient 3 semaines par an!
 Il a le sens de l'économie le mozart de la finance !""",,Désaccord,Loin du VE,,False
273,1621087640878743552,"GG_RMC :
""🎾 GG Set et Match : Faut-il interdire le portable en milieu scolaire ?

#GGRMC""",,Racine,Loin du VE,,False
274,1621098553644036096,"jnmali79 :
""@GG_RMC Pourquoi ne pas mettre des brouilleurs dans les ecoles, dans les cinés, théatre, prison, ils sont tres efficaces""",,Autre,Loin du VE,,False
275,1621138458482995200,"LeCasRendash :
""@jnmali79 @GG_RMC Parce que les brouilleurs ne brouilleraient pas que les portables des élèves, et que les adultes peuvent en avoir besoin, professionnellement parlant.""",,Désaccord,Loin du VE,,False
276,1641690035442556929,"franceinfo :
""🔴 DIRECT - Yannick Jadot, député européen EELV, est l'invité du #8h30franceinfo 🎙️

Il répond à @Neila Latrous et @LoSenechal et c'est à suivre sur nos antennes 👇

📻⤵️
https://www.francetvinfo.fr/en-direct/radio.html

📺⤵️
https://www.francetvinfo.fr/en-direct/tv.html https://t.co/HLkxKIl6nP""","https://pbs.twimg.com/media/FshkVHdXoAIId2A?format=jpg&name=orig 
 ",Racine,Proche du VE,,False
277,1641691364868993025,"franceinfo :
""🗣 Plan eau ➡️ “Ce n’est pas un plan de sobriété pour l’eau. On va faire avec l’eau comme avec l’énergie : on met la pression sur les Françaises et les Français, mais tout ce qui touche aux grosses consommations, notamment l’agriculture, est laissé à part”, dénonce Yannick Jadot https://t.co/ttAljORegV""",https://video.twimg.com/amplify_video/1641691320090542082/vid/480x270/dpbZt5RbBdJ5gYio.mp4?tag=16,Thread,Proche du VE,,False
278,1641691881695244289,"franceinfo :
""🗣 Plan eau ➡️ ""C’est toujours des démarches volontaires. Ça ne sert à rien. On a 32 jours sans pluie cet hiver, une vingtaine de départements en vigilance sécheresse et un président de la République qui dit aux agriculteurs ‘vous pouvez continuer à surconsommer.” https://t.co/9XP9V877IT""",https://video.twimg.com/amplify_video/1641691843090948098/vid/1280x720/75dDGLxPihwi5puT.mp4?tag=16,Thread,Proche du VE,,False
279,1641693282991325184,"franceinfo :
""🗣 Plan eau ➡️ ""Tant mieux” dit Yannick Jadot sur l’objectif de mieux réutiliser les eaux grises. La tarification progressive de l’eau, “ça va dans le bon sens”, appuie aussi l’eurodéputé EELV. “Mettre de côté le secteur qui consomme l'été 80% de l’eau, c’est un déni absolu.” https://t.co/kUlLxs2whQ""",https://video.twimg.com/amplify_video/1641693178083303425/vid/480x270/5pIaSXPtHPHdGrnb.mp4?tag=16,Thread,Proche du VE,,False
280,1641694716965146630,"franceinfo :
""🗣 Plan eau ➡️ ""94% de notre agriculture n’est pas irriguée. Les agriculteurs travaillent avec l’eau de pluie et le rechargement des nappes phréatiques, mis en cause par la construction des bassines”, appuie l’élu écologiste, qui dénoncent ""le maïs irrigué qui accapare l'eau"". https://t.co/fzr7NbMH5U""",https://video.twimg.com/amplify_video/1641694651156496386/vid/1280x720/FmncLDBJu22hneRn.mp4?tag=16,Thread,Proche du VE,,False
281,1641695292041883648,"franceinfo :
""🗣 Bassines ➡️ ""Une dizaine de bassines ont été arrêtées par les tribunaux. L’Etat laisse ces bassines continuer à être construites"", souligne Yannick Jadot, qui fustige les menaces reçues par Marine Tondelier de la part du président de la chambre d’agriculture du Lot-et-Garonne https://t.co/XdWrsOooYP""",https://video.twimg.com/amplify_video/1641695249973035010/vid/480x270/Gs1dKsJzpKd_uFIT.mp4?tag=16,Thread,Proche du VE,,False
282,1641695841525137410,"franceinfo :
""🗣 Agriculture ➡️ ""Ce maïs irrigué, c’est du maïs pour l’élevage industriel. On devrait à faire de l’élevage en herbe. On accompagne les agriculteurs vers des systèmes qui renforcent notre souveraineté et permettent à des éleveurs de bien vivre”, dit le député européen EELV. https://t.co/UPcAfuS76I""",https://video.twimg.com/amplify_video/1641695780950949890/vid/1280x720/o0ug3wRXdtkofqIN.mp4?tag=16,Thread,Proche du VE,,False
283,1641696448143081473,"franceinfo :
""🗣 Sainte-Soline➡️""Je condamne toutes les violences. Je veux dire ma peine pour les victimes des violences. Dans ce pays, on doit réaffirmer le droit de manifester. Manifester n’est pas une menace”, insiste Yannick Jadot. “Il y a l’organisation par l’Etat de contexte de violence” https://t.co/nGAzMa6a1s""",https://video.twimg.com/amplify_video/1641696382980435969/vid/1280x720/y43WTD9_QXIK2lqS.mp4?tag=16,Thread,Proche du VE,,False
284,1641697344277168128,"franceinfo :
""🗣 Yannick Jadot appelle Gérald Darmanin à démissionner. “Quand vous avez un ministre de l’Intérieur qui ment, on a un problème de légitimité. Il n’est pas à la hauteur de la crédibilité que doit avoir un ministre de l’Intérieur pour garantir les libertés publiques.” https://t.co/S076nzd5sO""",https://video.twimg.com/amplify_video/1641697302418018304/vid/480x270/TVj02bXWMrJ-Txxu.mp4?tag=16,Thread,Proche du VE,,False
285,1641698159914016769,"franceinfo :
""🗣 Interdiction des moteurs thermiques en Europe : une dérogation pour les carburants de synthèse ➡️ ""On va se battre contre cette dérogation. Ce n’est pas une dérogation pour les automobilistes lambdas, c’est Porsche et Ferrari"", fustige l’eurodéputé EELV. https://t.co/a1QbIhu6dB""",https://video.twimg.com/amplify_video/1641698090510958593/vid/1280x720/_PFrItA7C7vEBCPJ.mp4?tag=16,Thread,Sur le VE,,False
286,1642041243961049088,"CamilleYeux :
""@franceinfo Et l'eau minérale française vendu à l'étranger dans des bouteilles en plastiques ça lui pose pas un problème ? C'est sur c'est le plus gros pollueurs qui finance leur connerie""",,Désaccord,Proche du VE,,False
287,1612028988662362112,"sylvielyons :
""Voiture électrique achetée ⚡️🥳 GO !!  ❤️🌏😛🌟🌿 ❤️ 

Souhaitez moi bon courage 😅 pour chercher les bornes électriques ⚡️⚡️⚡️en attendant l’installation d’une borne solaire si c’est possible ? dans ma future maison 🏡 !! 

Je prends toutes les infos, astuces ET bonus !! 😅 https://t.co/JB8JCebNlb""","https://pbs.twimg.com/media/Fl8T0UYXoAEvasY?format=jpg&name=orig 
 ",Racine,Sur le VE,,False
288,1612029112478208000,"sylvielyons :
""https://t.co/hDaGGFFBL4""","https://pbs.twimg.com/media/Fl8T7t9XEAAtTpQ?format=jpg&name=orig 
 ",Thread,Loin du VE,,False
289,1612029181268836352,"sylvielyons :
""https://t.co/itFRwMFwRI""","https://pbs.twimg.com/media/Fl8T_tIX0AA79Wm?format=jpg&name=orig 
 ",Thread,Loin du VE,,False
290,1612029609062633474,"sylvielyons :
""❤️🌟 https://t.co/HRo7gHzU1N""","https://pbs.twimg.com/media/Fl8UYmSXoAEKL8L?format=jpg&name=orig 
 ",Thread,Loin du VE,,False
291,1612029747323715584,"sylvielyons :
""https://t.co/PajrE3D1k8""","https://pbs.twimg.com/media/Fl8UgqeX0AA2AXJ?format=jpg&name=orig 
 ",Thread,Loin du VE,,False
292,1612029828470902785,"sylvielyons :
""https://t.co/528KyJEF3M""","https://pbs.twimg.com/media/Fl8UlZJWQAEl9DQ?format=jpg&name=orig 
 ",Thread,Loin du VE,,False
293,1616549989668524032,"yelram45 :
""Pensée à ceux qui sont bloqué dans la neige avec une voiture électrique 😂😂😂""",,Racine,Sur le VE,,False
294,1616554926116687880,"Kartika29555 :
""@yelram45 Pas bien ça Monique... 😂😂😂""",,Autre,Sur le VE,,False
295,1616555345815523344,"yelram45 :
""@Yvan64856033 Monique ? Non moi c’est Laurent 😂""",,Désaccord,Loin du VE,,False
296,1621413828146728961,"B2Bolo :
""Moins de voitures c’est moins de bruit et de pollution pour ⁦⁦@Anne_Hidalgo⁩. L'exposition aux particules fines entraine un risque accru de développer une dépression ou des symptômes d'anxiété selon une nouvelle étude. https://www.maxisciences.com/environnement/vivre-dans-une-ville-polluee-comme-paris-pourrait-causer-plusieurs-maladies-mentales_art47968.html""",,Racine,Proche du VE,,False
297,1622881611980189696,"Nana_in_paris12 :
""@B2Bolo @Anne_Hidalgo L’exposition à la pollution émis par vos chantiers dans tout Paris ? C’est quoi le bilan ?""",,Autre,Proche du VE,,False
298,1622886083527598080,"IMA27B2 :
""@Nana_in_paris12 @B2Bolo @Anne_Hidalgo C’est pas pareil
C’est pour la cause ✊""",,Autre,Proche du VE,,False
299,1622886886992642048,"Nana_in_paris12 :
""@IMA27B2 @B2Bolo @Anne_Hidalgo Moins d’arbres plus de bitumes !!!""",,Autre,Proche du VE,,False
300,1622902268222664704,"IMA27B2 :
""@Nana_in_paris12 @B2Bolo @Anne_Hidalgo CéPourSauverLaPlanèteGrâceAuxVelos 🤓""",,Autre,Proche du VE,,False
301,1632145166566924289,"NicolasMeilhan :
""La bonne nouvelle du jour : les Allemands ne voteront pas l'interdiction des voitures thermiques neuves en 2035. Comme ils ont encore une industrie - eux - ils n'ont pas très envie de dérouler le tapis rouge à la Chine comme nos béni-oui-oui nationaux.
https://www.youtube.com/watch?v=qLQ0Obpfs9o""",,Racine,Proche du VE,,False
302,1632323409743863809,"SamuelCollin2 :
""@NicolasMeilhan Le problème Nicolas c est qu encore une fois les intérêts €€€ passent avant la planète et l urgence climatique 
Cela montre qu on ira dans le mur et que quand cela sera trop tard cela sera très violent, en bilan humain, économique et social""",,Désaccord,Proche du VE,,False
303,1632332838921023488,"ninick59 :
""@SamuelCollin2 @NicolasMeilhan La planète ça se discute parce que si on prend tout le process de fabrication d'une voiture élec et notamment la production des batteries, c'est extrêmement polluant.""",,Désaccord,Sur le VE,,False
304,1632347643895508992,"SamuelCollin2 :
""@ninick59 @NicolasMeilhan Le sujet n est pas de remplacer tout le parc thermique par de l électrique mais dans doute changer sa façon de se déplacer .
Ce plan de transformation devrait s accompagner d un plan Marshall des transports en commun""",,Désaccord,Sur le VE,,False
305,1632350983131889664,"ninick59 :
""@SamuelCollin2 @NicolasMeilhan Oui enfin… des transports en communs déjà saturés, souvent en grève et surtt disponibles ds les grandes agglomérations ms en dehors de ça…""",,Désaccord,Proche du VE,,False
306,1632354718738530304,"SamuelCollin2 :
""@ninick59 @NicolasMeilhan Ce que je dis c est qu il faut un plan massif d investissements dans les infrastructures.
Pour les grèves oui ça arrive mais ça reste peu impactant sur une année""",,Désaccord,Proche du VE,,False
307,1605623604414128129,"snae_bpkc :
""Rappel de décence minimale : quand vous prenez un train #SNCF le 24 décembre c’est que des personnes, elles, travaillent.

Ce ne sont PAS VOS LARBINS, elles ne vous doivent RIEN, et certainement pas de travailler pendant que vous vous enjaillez en leur crachant sur la gueule.""",,Racine,Proche du VE,,False
308,1605685762631995394,"Delphin88004699 :
""@snae_bpkc Oua, top 10 du tweet bien demago 👍""",,Désaccord,Loin du VE,,False
309,1605687625322569736,"snae_bpkc :
""@Delphin88004699 Bel effort, mais c’est raté Delphine snif snouf ☹️

(Par contre oui ceci est un tweet bien méprisant et je veux bien connaître son classement, je veux bien sortir la définition de mépris aussi si ça peut aider ❤️) https://t.co/Ogx5FdLlLB""","https://pbs.twimg.com/media/FkiMYj2XoAIDmia?format=jpg&name=orig 
 ",Désaccord,Loin du VE,,False
310,1605689773640847360,"Delphin88004699 :
""@snae_bpkc Bah à partir du moment où on paye un billet, un service, les salariés Sncf nous doivent quelque chose non ?
A la boulangerie quand tu payes ta baguette, on doit pas te la donner, la baguette ? 😇""",,Désaccord,Proche du VE,,False
311,1605691510799966227,"snae_bpkc :
""@Delphin88004699 C’est pas les salariés qui ont une obligation de service. Ils appartiennent pas à l’employeur en fait. Ce sont des êtres humains Delphine. Compliqué je sais…""",,Désaccord,Loin du VE,,False
312,1605944008005390336,"HungryDoryBitch :
""@snae_bpkc @Delphin88004699 Raisonnement un peu simpliste. Le contrat de travail implique des obligations de chaque côté. Si je ne fais pas mon travail, l'employeur a légitimement le droit de me licencier.""",,Désaccord,Loin du VE,,False
313,1637244304543346693,"Badciss :
""On n'arrête pas le progrès.
La TV Oled sans fil, à batterie rechargeable avec une autonomie d'un mois.. https://t.co/USATnk1LqJ""",https://video.twimg.com/ext_tw_video/1637242431606235138/pu/vid/320x568/XUlhuHYsNZnc05nh.mp4?tag=12,Racine,Proche du VE,,False
314,1638137900914163715,"kinalavraie :
""@Badciss Comment tu peux créer un truc aussi sophistiqué et nous dire que la télé tombe par terre si elle a plus de batterie 💀😂""",,Autre,Proche du VE,,False
315,1638201248154361857,"GNadeauDubois :
""Le rapport du GIEC d'hier est clair: nous sommes en urgence climatique. 

La demande de Québec solidaire est simple: il ne doit pas y avoir un seul dollar dans le budget d'aujourd'hui pour le projet irresponsable qu’est le troisième lien. #polqc #AssNat #BudgetQc""",,Racine,Proche du VE,,False
316,1638295177977643018,"andrearthurciel :
""@GNadeauDubois Monsieur Nadeau-Dubois. 

Je le dis sans gêne. Vous êtes un parfait imbécile. Un opportuniste populiste de bas étage.

De toute ma vie, jamais je n’ai vu de politicien avec si peu d’envergure.

Vous êtes un minable!

*""",,Désaccord,Loin du VE,,False
317,1638356167658467329,"AndreParadis13 :
""@andrearthurciel @GNadeauDubois je seconde""",,Accord,Loin du VE,,False
